,Title,Date,State,Total Deaths,full place name
6694,2 persons allegedly shot dead in Ibadan S’West,3/9/19,Oyo,2,"IbadanSouth-West, Oyo, Nigeria"
6695,Hoodlums snatch ballot boxes in Lokoja,3/9/19,Kogi,0,"Lokoja, Kogi, Nigeria"
6696,Suspected hoodlums set ablaze primary school with electoral materials in Benue,3/9/19,Benue,0,"Gwer East, Benue, Nigeria"
6697,Polls: One Killed in Rivers LGA,3/9/19,Rivers,1,"Ahoada West, Rivers, Nigeria"
6698,Gunmen dressed in police uniform disrupt voting in Imo ward,3/9/19,Imo,0,"Ngor-Okp, Imo, Nigeria"
6699,Two persons feared dead in Rivers,3/9/19,Rivers,2,"Ogba/Egbe, Rivers, Nigeria"
6700,Thugs burn INEC office in Ebonyi,3/9/19,Ebonyi,0,"Ezza North, Ebonyi, Nigeria"
6701,"Gunmen kill Policeman, abduct 20 INEC adhoc staff in Katsina",3/9/19,Katsina,1,"Danmusa, Katsina, Nigeria"
6702,Gunmen kill NSCDC officer in Katsina,3/9/19,Katsina,1,"Kankara, Katsina, Nigeria"
6703,Two Persons Killed as Thugs Attack Collation Centre in Ondo,3/9/19,Ondo,2,"Akoko South-West, Ondo, Nigeria"
6704,Election observer shot dead in southeast Nigeria: Police,3/9/19,Enugu,1,"Igbo-eze North, Enugu, Nigeria"
6705,"2 Killed, 47 Arrested In Anambra",3/9/19,Anambra,2,"Idemili North, Anambra, Nigeria"
6706,House Of Reps Member Shot Dead In Oyo,3/9/19,Oyo,1,"Lagelu, Oyo, Nigeria"
6707,"Gunmen kidnap, release six INEC staff, materials in Kogi",3/9/19,Kogi,0,"Lokoja, Kogi, Nigeria"
6708,Election: Four Killed in Rivers,3/9/19,Rivers,4,"Khana, Rivers, Nigeria"
6709,"Wike’s former aide shot, kidnapped in Rivers",3/8/19,Rivers,1,"Andoni/O, Rivers, Nigeria"
6710,Ballot box snatcher shot dead in Akwa Ibom,3/9/19,Akwa Ibom,1,"Ukanafun, Akwa Ibom, Nigeria"
6711,Two killed in Amaechi’s maternal home.,3/9/19,Rivers,2,"Emuoha, Rivers, Nigeria"
6712,One shot dead in Ikwerre,3/9/19,Rivers,1,"Ikwerre, Rivers, Nigeria"
6713,Two Killed In Benue Election Violence,3/9/19,Benue,2,"Guma, Benue, Nigeria"
6714,Gunmen open fire at polling unit in Delta,3/9/19,Delta,1,"Ughelli South, Delta, Nigeria"
6715,PDP agent shot dead in Imo,3/9/19,Imo,1,"Nkwerre, Imo, Nigeria"
6716,Hoodlums attack Lagos APC lawmaker,3/9/19,Lagos,0,"Surulere, Lagos, Nigeria"
6717,"Bandits kill 4, kidnap several in Sokoto",3/9/19,Sokoto,4,"Isa, Sokoto, Nigeria"
6718,"Election: 1 confirmed dead, 2 injured in Kogi East",3/9/19,Kogi,1,"Olamabor, Kogi, Nigeria"
6719,"Election: 2 confirmed dead, 2 injured in Kogi East",3/9/19,Kogi,2,"Ankpa, Kogi, Nigeria"
6720,4 killed in Ondo election violence,3/9/19,Ondo,4,"Odigbo, Ondo, Nigeria"
6721,One killed on way to vote in Kaduna,3/9/19,Kaduna,1,"Kajuru, Kaduna, Nigeria"
6722,Governorship Election: How man was killed by political thugs in Nasarawa,3/9/19,Nassarawa,1,"Akwanga, Nassarawa, Nigeria"
6723,Pirates Kidnap Five Seafarers from OSV off Nigeria,3/9/19,Bayelsa,1,"Brass, Bayelsa, Nigeria"
6724,"Suspected bandits kill 16, injure many in Zamfara",3/8/19,Zamfara,16,"Zurmi, Zamfara, Nigeria"
6725,NAF Jet Strike Kills Boko Haram Fighters In Borno,3/8/19,Borno,40,"Abadam, Borno, Nigeria"
6726,Two suicide bombers die in botched attack in Madagali,3/10/19,Adamawa,2,"Madagali, Adamawa, Nigeria"
6727,Soldiers Clash With Police At INEC Office In Rivers,3/10/19,Rivers,0,"Port Harcourt, Rivers, Nigeria"
6728,Suspected thugs set Imo INEC headquarters on fire,3/10/19,Imo,0,"Ngor-Okp, Imo, Nigeria"
6729,"35 killed in Kajuru, Kaduna attack",3/10/19,Kaduna,35,"Kajuru, Kaduna, Nigeria"
6730,"Police Inspector Shot In Ogun, As Gunmen Open Fire At Collation Centre",3/10/19,Ogun,0,"EgbadoNorth, Ogun, Nigeria"
6731,15 kidnapped in Rivers,3/10/19,Rivers,0,"Ikwerre, Rivers, Nigeria"
6732,Troops neutralize several Book Haram terrorists in Borno,3/11/19,Borno,5,"Bama, Borno, Nigeria"
6733,Gunmen kill 52 more in Kaduna communities,3/11/19,Kaduna,52,"Kajuru, Kaduna, Nigeria"
6734,Armed Bandits Kill 22 Vigilantes in Kaduna,3/12/19,Kaduna,22,"Birnin-G, Kaduna, Nigeria"
6735,"Gunmen kidnap expatriate worker in Kano, kill driver",3/12/19,Kano,1,"Kano, Kano, Nigeria"
6736,"Police foil kidnap attempt on Gov. Ayade’s aide, 1 dead",3/12/19,Cross River,1,"Calabar, Cross River, Nigeria"
6737,"55 Suspected Bandits, 3 Soldiers, 1 vigilante Killed in Zamfara In One Month",3/11/19,Zamfara,59,"Zurmi, Zamfara, Nigeria"
6738,"Bandits kill one, abduct three in Katsina",3/12/19,Katsina,1,"Kankara, Katsina, Nigeria"
6739,"Gunmen attack police station in Edo, kill DPO, three others",3/12/19,Edo,4,"Owan East, Edo, Nigeria"
6740,MNJTF says it killed 39 Boko Haram ‘terrorists’,3/12/19,Borno,39,"Kukawa, Borno, Nigeria"
6741,"8 Killed, 56 Injured in Taraba Post-election Violence",3/12/19,Taraba,8,"Jalingo, Taraba, Nigeria"
6742,Lebanese Abducted By Gunmen In Kano Found Dead,3/14/19,Kano,1,"Kano, Kano, Nigeria"
6743,"Gunmen abduct renowned Quranic reciter, five others in Katsina",3/14/19,Katsina,0,"Kankara, Katsina, Nigeria"
6744,"Five Killed, Several Injured In Bauchi Political Violence",3/14/19,Bauchi,5,"Bauchi, Bauchi, Nigeria"
6745,"Many injured as bandits, army clash in Kastina",3/15/19,Katsina,0,"Jibia, Katsina, Nigeria"
6746,Gunmen kill two Policemen in Bayelsa,3/15/19,Bayelsa,2,"Yenegoa, Bayelsa, Nigeria"
6747,"Shila Boys on Rampage, Kill 3 in Yola",3/15/19,Adamawa,3,"Yola North, Adamawa, Nigeria"
6748,Fresh attack in Kaduna community claims 10 lives,3/16/19,Kaduna,10,"Sanga, Kaduna, Nigeria"
6749,Gunmen Shoot Former NHRC Boss,3/16/19,Benue,0,"Gboko, Benue, Nigeria"
6750,Gunmen abduct Edo traditional ruler,3/16/19,Edo,0,"Ikpoba-Okha, Edo, Nigeria"
6751,"Troops kill suspected robber, arrest three cultists in Benue",3/16/19,Benue,1,"Guma, Benue, Nigeria"
6752,"Armed robbers invade NYSC lodge in Delta, shoot three",3/15/19,Delta,0,"EthiopeE, Delta, Nigeria"
6753,Gunmen Kidnap INEC Official In Jigawa,3/15/19,Jigawa,0,"Gwiwa, Jigawa, Nigeria"
6754,Fulani Flay Bandits’ Attack on Herders in Plateau,3/14/19,Plateau,0,"Bassa, Plateau, Nigeria"
6755,"10 die in bloody cult clash at Nekede, Imo State",3/17/19,Imo,10,"Owerri West, Imo, Nigeria"
6756,Panic in Bauchi as gunmen kill Army Garrison Commander,3/17/19,Bauchi,1,"Bauchi, Bauchi, Nigeria"
6757,Landmine kills eight in Borno,3/17/19,Borno,8,"Gwoza, Borno, Nigeria"
6758,4 C’River communities razed in communal conflict,3/17/19,Cross River,4,"Biase, Cross River, Nigeria"
6759,Cult clash claims two lives in Cross River,3/17/19,Cross River,2,"Calabar, Cross River, Nigeria"
6760,Journalists Attacked With Cutlasses During Protest Against IBEDC's 'Crazy Bills' In Osun,3/17/19,Osun,0,"Ilesha East, Osun, Nigeria"
6761,One person killed in Ife boundary dispute ,3/17/19,Osun,1,"Ife North, Osun, Nigeria"
6762,Many feared killed in Boko Haram attack in Michika,3/18/19,Adamawa,25,"Michika, Adamawa, Nigeria"
6763,"Many feared dead, scores injured, houses razed in fresh Agatu communal clash",3/18/19,Benue,20,"Agatu, Benue, Nigeria"
6764,Woman shot dead during police raid in Lagos,3/18/19,Lagos,1,"Ikorodu, Lagos, Nigeria"
6765,Four farmers killed in Boko Haram attack in Nigeria,3/18/19,Borno,4,"Askira/U, Borno, Nigeria"
6766,"Police kill four suspected armed robbers, recover arms, ammunition",3/19/19,Delta,4,"EthiopeE, Delta, Nigeria"
6767,"Cultists invade school in Edo, injure students",3/19/19,Edo,0,"Oredo Edo, Edo, Nigeria"
6768,"2 okada thieves burnt to death in Lagos, victim dies",3/19/19,Lagos,3,"Oshodi/Isolo, Lagos, Nigeria"
6769,"8 Killed, several houses set ablaze, as rival cult groups clash in Kogi",3/19/19,Kogi,8,"Lokoja, Kogi, Nigeria"
6770,Civil Defence officer allegedly shot dead by policeman,3/19/19,Federal Capital Territory,1,"AbujaMun, Federal Capital Territory, Nigeria"
6771,10 feared dead in fresh herdsmen attack on Guma LGA of Benue,3/19/19,Benue,10,"Guma, Benue, Nigeria"
6772,Armed bandits invade Zamfara market,3/19/19,Zamfara,0,"Maru, Zamfara, Nigeria"
6773,Gunmen Attack Worshipers On Their Way to Mosque in Osogbo,3/20/19,Osun,0,"Osogbo, Osun, Nigeria"
6774,Five Feared killed as Cult Groups Clash in Akwa Ibom,3/20/19,Akwa Ibom,5,"Itu, Akwa Ibom, Nigeria"
6775,Suspected Cultists Kill One In Edo,3/20/19,Edo,1,"OviaNort, Edo, Nigeria"
6776,Suspected Cultists Kill One In Edo,3/20/19,Edo,1,"EtsakoWe, Edo, Nigeria"
6777,"Three killed in robbers, police battle at Ojo",3/20/19,Lagos,3,"Ojo, Lagos, Nigeria"
6778,"Kidnapped Enugu priest killed, buried",3/20/19,Enugu,1,"Ezeagu, Enugu, Nigeria"
6779,"Policemen, drivers clash in Lagos, one killed, 10 buses vandalised",3/20/19,Lagos,1,"Ikorodu, Lagos, Nigeria"
6780,"Suspected cultists kill two corps members, injure one in Bayelsa",3/20/19,Bayelsa,2,"Yenegoa, Bayelsa, Nigeria"
6781,Police kill 4 robbers that shot NYSC members in Delta,3/20/19,Delta,4,"EthiopeE, Delta, Nigeria"
6782,"Bandits kill policeman, abduct six others at Zamfara goldmine",3/20/19,Zamfara,1,"Anka, Zamfara, Nigeria"
6783,Suspected herdsmen murder university lecturer in Enugu,3/21/19,Enugu,1,"Ezeagu, Enugu, Nigeria"
6784,"Pandemonium In Lagos, As Masked Gunmen Kill Globacom Staff",3/21/19,Lagos,1,"Ojo, Lagos, Nigeria"
6785,"Businessman, ex-councillor kidnapped",3/21/19,Katsina,0,"Kaita, Katsina, Nigeria"
6786,Boko Haram kill 8 in Niger,3/21/19,Diffa,8,"Diffa, Diffa, Nigeria"
6787,Residents kill kidnappers in Katsina ,3/21/19,Katsina,2,"Kankara, Katsina, Nigeria"
6788,23 Chadian Soldiers Killed In Boko Haram Attack,3/22/19,Lac,23,", Lac, Nigeria"
6789,"Supplementary Election: One killed, houses burnt in Taraba ",3/22/19,Taraba,1,"Ussa, Taraba, Nigeria"
6790,Gunmen Shoot Returning Officer While Conveying Results In Benue,3/23/19,Benue,0,"Gboko, Benue, Nigeria"
6791,"Police kill three suspected kidnappers, rescue two victims in Rivers",3/20/19,Rivers,3,"Ikwerre, Rivers, Nigeria"
6792,Cult Clash Claims Four Lives In Kogi,3/23/19,Kogi,4,"Lokoja, Kogi, Nigeria"
6793,"Boko Haram kill 7 Niger villagers, abduct 2 near Nigeria border",3/23/19,Diffa,7,"Diffa, Diffa, Nigeria"
6794,"Kano rerun: Thugs attack reporters, chase voters in Gama wards",3/23/19,Kano,0,"Nasarawa, Kano, Nigeria"
6795,Channels TV Reporter Friday Okeregbe Kidnapped,3/22/19,Federal Capital Territory,0,"AbujaMun, Federal Capital Territory, Nigeria"
6796,"3 feared killed, 4 arrested in Lagos cult war",3/24/19,Lagos,3,"Ojo, Lagos, Nigeria"
6797,Gunmen kidnap 1 in Kogi,3/23/19,Kogi,0,"Lokoja, Kogi, Nigeria"
6798,"Herdsmen attack leaves two dead, houses burnt in Nasarawa",3/24/19,Nassarawa,2,"Akwanga, Nassarawa, Nigeria"
6799,Gunman Kills 50-Year-Old Woman in Front of Church,3/24/19,Ebonyi,1,"Afikpo, Ebonyi, Nigeria"
6800,Catholic priest kidnapped in Kaduna,3/25/19,Kaduna,0,"Kachia, Kaduna, Nigeria"
6801,Many killed in Ebonyi/Cross River boundary clash,3/25/19,Cross River,10,"Izzi, Cross River, Nigeria"
6802,Boko Haram Attempts To Invade Village Bordering Adamawa And Borno,3/25/19,Adamawa,0,"Madagali, Adamawa, Nigeria"
6803,"13 Soldiers Killed, Dozen Others Injured After Stepping On Boko Haram Landmine",3/25/19,Borno,13,"Gwoza, Borno, Nigeria"
6804,Taraba residents flee to Nasarawa after death of soldier,3/24/19,Taraba,0,"Wukari, Taraba, Nigeria"
6805,Zamfara Police confirm abduction of expatriate doctor,3/26/19,Zamfara,0,"Tsafe, Zamfara, Nigeria"
6806,"Man burnt alive, as  cultists clash in Rivers",3/26/19,Rivers,1,"Obio/Akp, Rivers, Nigeria"
6807,12 Killed As Boko Haram Attacks Eastern Niger,3/26/19,Diffa,12,"Diffa, Diffa, Nigeria"
6808,"Tension in Edo as gunmen abduct policeman, others; kill policeman",3/27/19,Edo,1,"EsanSout, Edo, Nigeria"
6809,Gunmen Abduct Former NBA Chairman In Taraba,3/27/19,Taraba,0,"Jalingo, Taraba, Nigeria"
6810,Two dead as ISIS-backed Boko Haram faction raids army base in Miringa village,3/27/19,Borno,2,"Biu, Borno, Nigeria"
6811,"Gunmen attack journalist, abduct wife, 3 others in Nasarawa",3/27/19,Nassarawa,0,"Akwanga, Nassarawa, Nigeria"
6812,"Gunmen Kill Three, Injure One in Kogi",3/27/19,Kogi,3,"Omala, Kogi, Nigeria"
6813,"Gunmen kill husband, abduct nursing wife in Kaduna",3/28/19,Kaduna,1,"Igabi, Kaduna, Nigeria"
6814,Hoodlums attack journalist in Kwara over land tussle,3/28/19,Kwara,0,"Ilorin East, Kwara, Nigeria"
6815,Five Killed As Rivers Police Command Rescue Four Kidnapped Victims,3/28/19,Rivers,5,"Ikwerre, Rivers, Nigeria"
6816,Boko Haram burning houses in Chibok,3/28/19,Borno,1,"Chibok, Borno, Nigeria"
6817,Police kill Okada rider over N200 bribe in Lagos,3/28/19,Lagos,1,"Surulere, Lagos, Nigeria"
6818,"MNJTF neutralises five terrorists, captures three",3/29/19,Borno,7,"Kukawa, Borno, Nigeria"
6819,Police Rescue 15 Travellers Kidnapped Along Owerri-Port Harcourt Expressway,3/29/19,Imo,0,"Ohaji/Eg, Imo, Nigeria"
6820,"Mother, daughter killed in kebbi",3/30/19,Kebbi,2,"Dandi, Kebbi, Nigeria"
6821,"Boko Haram terrorists loot bank in Adamawa, scores killed",3/30/19,Adamawa,40,"Michika, Adamawa, Nigeria"
6822,Gunmen Spray Crowd At Kogi Fishing Festival With Bullets,3/30/19,Kogi,0,"Lokoja, Kogi, Nigeria"
6823,"Driver, Five Passengers Dead As Robbers Attack Cab On Adamawa Highway",3/29/19,Adamawa,6,"Gombi, Adamawa, Nigeria"
6824,Gunmen abduct journalist Jones Abiri,3/30/19,Bayelsa,0,"Yenegoa, Bayelsa, Nigeria"
6825,"Two killed in Ondo cult clash, two suspects held",3/30/19,Ondo,3,"Ondo East, Ondo, Nigeria"
6826,"Army kills bandit, rescue women in Zamfara; two vigilantes also killed",3/30/19,Zamfara,3,"Tsafe, Zamfara, Nigeria"
6827,"Soldiers kill Boko Haram commander, 15 other terrorists",3/31/19,Lac,16,"Lake Chad, Lac, Nigeria"
6828,Bandits shoot dead 43 farmers in Zamfara,3/30/19,Zamfara,43,"Shinkafi, Zamfara, Nigeria"
6829,Police stray bullet kills boy watching Premier League match in Lagos,3/31/19,Lagos,1,"Agege, Lagos, Nigeria"
6830,"Bank manager, two relatives kidnapped in Zamfara",3/30/19,Zamfara,0,"Gusau, Zamfara, Nigeria"
6831,"Farmer shoots two dead in Ogun, threatens to kill eight more",3/27/19,Ogun,2,"EgbadoSouth, Ogun, Nigeria"
6832,"NAF Repels Attacks In Zamafara, Neutralises Five Bandits",3/31/19,Zamfara,5,"Gusau, Zamfara, Nigeria"
6833,Gunmen kidnap brothers of Zamfara APC governorship candidate,3/31/19,Zamfara,0,"Gusau, Zamfara, Nigeria"
6834,Firewood traders abducted in Kaduna,3/31/19,Kaduna,0,"Birnin-G, Kaduna, Nigeria"
6835,One dead in Kwara communal clash,3/31/19,Kwara,1,"Oke-Ero, Kwara, Nigeria"
6836,37 commuters kidnapped on Abuja-Kaduna Road,4/1/19,Kaduna,0,"Kachia, Kaduna, Nigeria"
6837,Boko Haram sets Chibok village on fire,4/1/19,Borno,0,"Chibok, Borno, Nigeria"
6838,NAF Jets destroy Boko Haram hideout in Borno,4/1/19,Borno,5,"Gwoza, Borno, Nigeria"
6839,Armed thugs disrupt pro-AAC protest in Rivers,4/1/19,Rivers,0,"Port Harcourt, Rivers, Nigeria"
6840,"Aged woman burnt alive, 4 others killed, over 300 houses razed",4/1/19,Taraba,4,"Wukari, Taraba, Nigeria"
6841,"Pregnant woman, businessman abducted in Jalingo",4/1/19,Taraba,0,"Jalingo, Taraba, Nigeria"
6842,Islamic State says it killed 13 Nigerian soldiers,4/1/19,Borno,13,"Kukawa, Borno, Nigeria"
6843,"Tiv/Jukun crisis: 12 more deaths recorded, as residents flee to Nasarawa, others",4/2/19,Taraba,12,"Donga, Taraba, Nigeria"
6844,Suspected herdsmen kill five in Benue,4/2/19,Benue,5,"Logo, Benue, Nigeria"
6845,Suspected mad man hacked policeman to death in Kwara,4/2/19,Kwara,1,"Irepodun, Kwara, Nigeria"
6846,"50 civilian JTF, others killed in Zamfara",4/2/19,Zamfara,50,"Kaura-Na, Zamfara, Nigeria"
6847,"Policeman, Three Suspected Kidnappers Killed In Kaduna",4/3/19,Kaduna,4,"Birnin-G, Kaduna, Nigeria"
6848,3 die in cult-related clashes in Calabar,4/3/19,Cross River,3,"Calabar South, Cross River, Nigeria"
6849,"1 killed, 3 injured as gunmen attack Plateau community",4/3/19,Plateau,1,"Bokkos, Plateau, Nigeria"
6850,Islamic State says it killed 5 MNJTF soldiers,4/3/19,Borno,5,"Kukawa, Borno, Nigeria"
6851,Bursar Shot Dead As Gunmen Invade Anglican Church In Ondo,4/4/19,Ondo,1,"Akure North, Ondo, Nigeria"
6852,"One dead, official injured as drug addicts raze NDLEA office",4/4/19,Jigawa,1,"Kazaure, Jigawa, Nigeria"
6853,Protest over killing of Doctor hours after graduation,4/4/19,Lagos,1,"Surulere, Lagos, Nigeria"
6854,Customs officers injure 2 Airforce Personnel at checkpoint,4/4/19,Lagos,0,"Badagary, Lagos, Nigeria"
6855,"No death recorded in renewed C/River, Ebonyi boundary clash — police",4/4/19,Cross River,0,"Yala Cross, Cross River, Nigeria"
6856,7 more killed in Tiv/Jukun crisis,4/4/19,Benue,7,"Ukum, Benue, Nigeria"
6857,Robbers attack photojournalist in Lagos,4/5/19,Lagos,0,"Shomolu, Lagos, Nigeria"
6858,Air Force kills 25 armed bandits in Zamfara,4/6/19,Zamfara,25,"Birnin-Magaji/Kiyaw, Zamfara, Nigeria"
6859,"11 killed, 43 injured in Maiduguri twin bomb blast",4/6/19,Borno,11,"Jere, Borno, Nigeria"
6860,Eight Feared Killed In Fresh Kaduna Attack,4/6/19,Kaduna,8,"Birnin-G, Kaduna, Nigeria"
6861,Cult Clash Claims Eight Lives In Rivers Community,4/6/19,Rivers,8,"Obio/Akp, Rivers, Nigeria"
6862,"Gunmen kidnap Lagos fire service boss, seven others",4/6/19,Lagos,8,"Kosofe, Lagos, Nigeria"
6863,"Herdsmen kill 6, injure 30 in Anambra community",4/6/19,Anambra,6,"Anambra West, Anambra, Nigeria"
6864,Airforce Kills Scores Of Terrorists In Borno,4/5/19,Borno,40,"Kukawa, Borno, Nigeria"
6865,Gunmen abduct Bayelsa council boss’ father,4/7/19,Bayelsa,0,"Sagbama, Bayelsa, Nigeria"
6866,"Hoodlums kill one, injure other during attack on tricycle operators",4/7/19,Lagos,1,"Ifako/Ijaye, Lagos, Nigeria"
6867,Gunmen abduct politician’s son in Abaji,4/7/19,Federal Capital Territory,0,"Abaji, Federal Capital Territory, Nigeria"
6868,"Herdsmen kill policeman, 7 others in Kogi community",4/7/19,Kogi,8,"Omala, Kogi, Nigeria"
6869,15 killed in fresh communal clash in Ebonyi,4/6/19,Ebonyi,15,"Izzi, Ebonyi, Nigeria"
6870,Cult clashes claim 5 lives in Rivers,4/7/19,Rivers,5,"Emuoha, Rivers, Nigeria"
6871,Cult clashes claim 7 lives in Rivers,4/7/19,Rivers,7,"Khana, Rivers, Nigeria"
6872,"36 Killed, Scores Injured as Bandits, Vigilantes Clash in Katsina Community",4/7/19,Katsina,36,"Kankara, Katsina, Nigeria"
6873,Cultists kill 3 in Imo community,4/7/19,Imo,3,"Owerri Municipal, Imo, Nigeria"
6874,"Police, six others killed as armed robbers attack bank in Ondo",4/8/19,Ondo,7,"Ose, Ondo, Nigeria"
6875,Herdsmen Kill 21 in Fresh Attack in Kaduna,4/8/19,Kaduna,21,"Kajuru, Kaduna, Nigeria"
6876,NAF Bombards Terrorists’ Hideout In Borno,4/8/19,Borno,5,"Kukawa, Borno, Nigeria"
6877,"18 Killed, Scores Injured as Bandits, Vigilantes Clash in Katsina Community",4/9/19,Katsina,18,"Sabuwa, Katsina, Nigeria"
6878,Bandits kill 5 in Katsina,4/9/19,Katsina,5,"Batsari, Katsina, Nigeria"
6879,"Soldiers Shoot, Arrest One 'Of The Seven Armed Robbers' Who Killed Seven At Ondo Bank",4/8/19,Ondo,0,"Akoko South-East, Ondo, Nigeria"
6880,NAF Records Successful Strikes Against Bandits In Zamfara,4/8/19,Zamfara,40,"Maradun, Zamfara, Nigeria"
6881,One killed as Civil Defence officer ‘accidentally’ opens fire in Lagos,4/9/19,Lagos,1,"Apapa, Lagos, Nigeria"
6882,Soldiers repel Boko Haram’s attack in Damaturu,4/9/19,Yobe,20,"Damaturu, Yobe, Nigeria"
6883,"Boko Haram Kill Policeman, Take Several Hostages In Niger",4/9/19,Diffa,5,"Diffa, Diffa, Nigeria"
6884,2 Injured As Hausa Labourers And Benin Youths Clash,4/9/19,Edo,0,"Oredo Edo, Edo, Nigeria"
6885,Suspected herdsmen kill five in Delta,4/9/19,Delta,5,"EthiopeE, Delta, Nigeria"
6886,"Dispatch rider, one other killed as hoodlums clash in Fadeyi",4/10/19,Lagos,2,"Ikorodu, Lagos, Nigeria"
6887,Police kill wanted armed robbery kingpin during gun duel ,4/7/19,Enugu,1,"Udenu, Enugu, Nigeria"
6888,One killed as bandits engage police in gun battle in Rivers,4/10/19,Rivers,1,"Obio/Akp, Rivers, Nigeria"
6889,"One dead, 4 injured as Abuja natives, soldiers  clash over land",4/9/19,Federal Capital Territory,1,"Gwagwala, Federal Capital Territory, Nigeria"
6890,Gunmen abduct 4 travellers in Delta,4/10/19,Delta,0,"EthiopeE, Delta, Nigeria"
6891,Police kill two suspected armed robbers in Delta,4/10/19,Delta,2,"Udu, Delta, Nigeria"
6892,"Fresh 15 bodies recovered as Tiv, Jukun clashes continue",4/11/19,Benue,15,"Ukum, Benue, Nigeria"
6893,Two killed in suspected Boko Haram suicide attack in Borno,4/11/19,Borno,4,"Monguno, Borno, Nigeria"
6894,"Army Kills 35 Bandits, Rescues 40 Persons in Zamfara",4/11/19,Zamfara,35,"Zurmi, Zamfara, Nigeria"
6895,Confusion in C/River Community as Gunmen Abduct NURTW Chairman,4/11/19,Cross River,0,"Yala Cross, Cross River, Nigeria"
6896,Adamawa businessman kidnapped,4/11/19,Adamawa,0,"Yola North, Adamawa, Nigeria"
6897,Gunmen assassinate P-Harcourt based lawyer,4/12/19,Rivers,1,"Obio/Akp, Rivers, Nigeria"
6898,"15 Killed in Fresh Tiv, Jukun Conflict",4/13/19,Taraba,15,"Wukari, Taraba, Nigeria"
6899,Suspected bandits kill vigilante group leader in Zamfara community,4/13/19,Zamfara,1,"Zurmi, Zamfara, Nigeria"
6900,Cultists behead four again in Rivers,4/13/19,Rivers,4,"Ikwerre, Rivers, Nigeria"
6901,Cultists kill one in Rivers,4/13/19,Rivers,1,"Obio/Akp, Rivers, Nigeria"
